,Date,Close,Deviation,Increase Rate,Predict
0,1965-04-02,1128.5699462890625,0.9237779288516101,0,
1,1965-04-05,1124.449951171875,0.9220820014202532,1,
2,1965-04-06,1154.3900146484375,0.9480538420658506,1,
3,1965-04-07,1159.97998046875,0.9541372721378323,1,
4,1965-04-08,1183.1199951171875,0.9745512519079282,0,
5,1965-04-09,1180.5699462890625,0.9738943206621185,0,
6,1965-04-12,1163.0,0.9609681464876506,0,
7,1965-04-13,1149.4100341796875,0.9515747879356125,0,
8,1965-04-14,1142.22998046875,0.9473226219682798,1,
9,1965-04-15,1161.72998046875,0.9649438439384704,0,
10,1965-04-16,1148.2099609375,0.9553098284674902,0,
11,1965-04-19,1136.1300048828125,0.9470233411206526,0,
12,1965-04-20,1131.1700439453125,0.9446035977993947,0,
13,1965-04-21,1119.8599853515625,0.936852166421525,1,
14,1965-04-22,1144.550048828125,0.9588911489609933,1,
15,1965-04-23,1133.300048828125,0.9511249161289604,1,
16,1965-04-26,1144.219970703125,0.9616747196745388,1,
17,1965-04-27,1150.0799560546875,0.9678496758884884,1,
18,1965-04-28,1171.06005859375,0.986498520629543,1,
19,1965-04-30,1176.6400146484375,0.9920641656140696,0,
20,1965-05-06,1163.510009765625,0.9821603293721578,0,
21,1965-05-07,1162.6300048828125,0.9827859183429747,0,
22,1965-05-10,1162.5,0.9840775571991377,0,
23,1965-05-11,1163.8699951171875,0.9865604264820295,0,
24,1965-05-12,1157.1700439453125,0.9821926000937853,0,
25,1965-05-13,1159.8599853515625,0.9857133541100219,0,
26,1965-05-14,1150.469970703125,0.9792238049679469,0,
27,1965-05-17,1149.0,0.9793689025794372,0,
28,1965-05-18,1147.25,0.9792650771684672,0,
29,1965-05-19,1140.7900390625,0.9750867281934289,0,
30,1965-05-20,1141.22998046875,0.9768568813367627,0,
31,1965-05-21,1142.68994140625,0.9794292158056183,0,
32,1965-05-24,1133.6300048828125,0.9729311344847217,0,
33,1965-05-25,1124.8299560546875,0.9667442358275435,0,
34,1965-05-26,1117.6600341796875,0.9619797991307237,0,
35,1965-05-27,1101.0,0.949215942575482,0,
36,1965-05-28,1081.510009765625,0.9341788028644146,1,
37,1965-05-31,1096.5999755859375,0.948713831583292,1,
38,1965-06-01,1092.8499755859375,0.9469672975252212,1,
39,1965-06-02,1119.260009765625,0.9710939016358738,1,
40,1965-06-03,1131.3199462890625,0.982718498092248,0,
41,1965-06-04,1120.530029296875,0.9746031835857535,0,
42,1965-06-07,1114.52001953125,0.970451483789977,0,
43,1965-06-08,1109.4200439453125,0.966979177398954,0,
44,1965-06-09,1101.3499755859375,0.9609501890701139,0,
45,1965-06-10,1090.3800048828125,0.9524070227828992,0,
46,1965-06-11,1093.1400146484375,0.9559689819429975,0,
47,1965-06-14,1080.2900390625,0.9462237026988063,0,
48,1965-06-15,1069.0699462890625,0.9379316288558032,0,
49,1965-06-16,1062.6800537109375,0.9338702418177338,0,
50,1965-06-17,1055.5999755859375,0.9293783176738949,1,
51,1965-06-18,1080.2099609375,0.9523825975065786,1,
52,1965-06-21,1075.5999755859375,0.9496045463973134,1,
53,1965-06-22,1104.030029296875,0.9754653266125559,0,
54,1965-06-23,1091.1700439453125,0.9650393950166379,0,
55,1965-06-24,1090.6600341796875,0.9656147005201943,0,
56,1965-06-25,1096.56005859375,0.9721613229889571,0,
57,1965-06-28,1072.4100341796875,0.9516986403425602,0,
58,1965-06-29,1067.719970703125,0.9484490282210065,0,
59,1965-06-30,1060.1099853515625,0.9426307059896596,0,0.0
60,1965-07-01,1064.5899658203125,0.9475126213934134,0,1.0
61,1965-07-02,1065.8900146484375,0.9494944904795158,0,1.0
62,1965-07-05,1049.0699462890625,0.9359747170386923,0,0.0
63,1965-07-06,1046.97998046875,0.9356822875533662,0,1.0
64,1965-07-07,1037.52001953125,0.9292432066254649,0,0.0
65,1965-07-08,1038.449951171875,0.9320534126205773,0,1.0
66,1965-07-09,1032.949951171875,0.9289240786576362,0,1.0
67,1965-07-12,1020.489990234375,0.9194956533988446,1,0.0
68,1965-07-13,1026.77001953125,0.926761070158761,1,1.0
69,1965-07-14,1033.1400146484375,0.9343179801103115,1,1.0
70,1965-07-15,1024.6800537109375,0.9283958126975325,1,0.0
71,1965-07-16,1037.969970703125,0.9418329943867672,1,1.0
72,1965-07-19,1037.52001953125,0.9427599194472271,1,1.0
73,1965-07-21,1045.68994140625,0.9512521630944306,0,1.0
74,1965-07-22,1036.0699462890625,0.9440536661968567,0,1.0
75,1965-07-23,1027.8499755859375,0.9380659648242285,1,0.0
76,1965-07-26,1034.3399658203125,0.9455694369143925,1,1.0
77,1965-07-27,1052.06005859375,0.9632072417203328,1,1.0
78,1965-07-28,1066.18994140625,0.9777083191733289,1,1.0
79,1965-07-29,1085.4100341796875,0.9967231096448959,1,1.0
80,1965-07-30,1097.199951171875,1.0085732605499849,1,1.0
81,1965-08-02,1120.5899658203125,1.0307378069960433,1,1.0
82,1965-08-03,1111.68994140625,1.0233485320037992,1,1.0
83,1965-08-04,1135.31005859375,1.0455497879786113,1,1.0
84,1965-08-05,1153.7099609375,1.0625513816753835,0,1.0
85,1965-08-06,1145.8699951171875,1.055557552258871,0,1.0
86,1965-08-09,1150.5699462890625,1.0598854470586894,0,1.0
87,1965-08-10,1133.0,1.0439567583686393,0,1.0
88,1965-08-11,1122.0899658203125,1.0343037836043942,1,1.0
89,1965-08-12,1130.3299560546875,1.0420665777084048,1,1.0
90,1965-08-13,1146.6600341796875,1.057033306566648,1,1.0
91,1965-08-16,1158.3499755859375,1.0675526705520473,1,1.0
92,1965-08-17,1151.77001953125,1.0611927989787575,1,1.0
93,1965-08-18,1157.02001953125,1.0655032411863357,1,1.0
94,1965-08-19,1168.6199951171875,1.0753446097898405,1,1.0
95,1965-08-20,1165.81005859375,1.0716937407260179,1,1.0
96,1965-08-23,1170.9200439453125,1.074918700921144,1,1.0
97,1965-08-24,1183.3399658203125,1.0848805511952866,1,1.0
98,1965-08-25,1198.9100341796875,1.0973767199928075,1,1.0
99,1965-08-26,1198.3800048828125,1.0955692352622122,1,1.0
100,1965-08-27,1214.949951171875,1.109304086050086,1,1.0
101,1965-08-30,1245.489990234375,1.135030181681127,1,1.0
102,1965-08-31,1255.5799560546875,1.141779035630801,0,1.0
103,1965-09-01,1249.719970703125,1.134038762697607,0,1.0
104,1965-09-02,1240.0699462890625,1.1229261144591955,1,1.0
105,1965-09-03,1256.219970703125,1.1347104554808698,0,1.0
106,1965-09-06,1235.780029296875,1.1138557193585,1,1.0
107,1965-09-07,1239.97998046875,1.1149665904325645,1,1.0
108,1965-09-08,1260.02001953125,1.1297532624506674,1,1.0
109,1965-09-09,1277.1500244140625,1.1414539832460326,0,1.0
110,1965-09-10,1273.22998046875,1.1342733716926015,0,1.0
111,1965-09-13,1250.2900390625,1.1110313405478116,0,1.0
112,1965-09-14,1250.0999755859375,1.1079989341917118,0,1.0
113,1965-09-16,1242.949951171875,1.099405526822366,1,1.0
114,1965-09-17,1266.4000244140625,1.11726129204057,1,1.0
115,1965-09-20,1271.760009765625,1.1190102680558982,0,1.0
116,1965-09-21,1253.25,1.1001954087333123,0,1.0
117,1965-09-22,1252.1600341796875,1.0963551818436303,0,1.0
118,1965-09-24,1243.4000244140625,1.0859012743047145,0,1.0
119,1965-09-27,1233.4100341796875,1.0744663793912805,1,1.0
120,1965-09-28,1251.8800048828125,1.0875987627396064,0,1.0
121,1965-09-29,1235.81005859375,1.0710025811741983,0,1.0
122,1965-09-30,1223.739990234375,1.0578732308048646,0,1.0
123,1965-10-01,1210.1099853515625,1.0436377652289892,0,0.0
124,1965-10-04,1204.47998046875,1.0362953036462728,0,1.0
125,1965-10-05,1191.8900146484375,1.0232119883047601,1,0.0
126,1965-10-06,1201.9000244140625,1.0293171639059038,1,1.0
127,1965-10-07,1207.4599609375,1.0313264279571064,1,1.0
128,1965-10-08,1198.1099853515625,1.0208503805506364,1,1.0
129,1965-10-12,1233.77001953125,1.0482479561198492,1,1.0
130,1965-10-13,1258.3399658203125,1.0655975320586908,0,1.0
131,1965-10-14,1243.550048828125,1.0500263476456924,0,1.0
132,1965-10-15,1253.8699951171875,1.0555265366233915,0,1.0
133,1965-10-18,1248.8399658203125,1.0483042581081832,0,1.0
134,1965-10-19,1253.3399658203125,1.0488933496683566,0,1.0
135,1965-10-20,1242.77001953125,1.0369391560856036,0,1.0
136,1965-10-21,1242.239990234375,1.033508915562284,0,1.0
137,1965-10-22,1240.8599853515625,1.0296651908803336,0,1.0
138,1965-10-25,1222.8299560546875,1.0125104464742636,1,0.0
139,1965-10-26,1234.739990234375,1.0202694864717352,1,1.0
140,1965-10-27,1247.4200439453125,1.028619058607158,1,1.0
141,1965-10-28,1250.3699951171875,1.0292158663871847,1,1.0
142,1965-10-29,1250.6800537109375,1.0275118456010857,1,1.0
143,1965-11-01,1268.0,1.0398519730368387,1,1.0
144,1965-11-02,1264.5999755859375,1.0354942792512705,1,1.0
145,1965-11-04,1268.6400146484375,1.0370648236343338,1,1.0
146,1965-11-05,1262.800048828125,1.030714845562464,1,0.0
147,1965-11-08,1284.31005859375,1.0461183287541274,1,1.0
148,1965-11-09,1295.4200439453125,1.0526907771674534,1,1.0
149,1965-11-10,1300.969970703125,1.0547631174736762,1,1.0
150,1965-11-11,1304.9000244140625,1.0556921102958141,1,1.0
151,1965-11-12,1323.1099853515625,1.0680516046598898,0,1.0
152,1965-11-15,1304.219970703125,1.0506481409565036,1,1.0
153,1965-11-16,1319.8699951171875,1.060935722240085,1,1.0
154,1965-11-17,1313.81005859375,1.0540144628461292,1,1.0
155,1965-11-18,1340.469970703125,1.072896974215578,1,1.0
156,1965-11-19,1329.280029296875,1.061697843405263,1,1.0
157,1965-11-22,1343.6700439453125,1.0709055729201158,1,1.0
158,1965-11-24,1354.4200439453125,1.0772480642147573,0,1.0
159,1965-11-25,1325.56005859375,1.0525196241720534,1,0.0
160,1965-11-26,1335.9300537109375,1.0590580350441812,1,1.0
161,1965-11-29,1359.81005859375,1.076363103648163,1,1.0
162,1965-11-30,1373.1600341796875,1.0852469137421314,1,1.0
163,1965-12-01,1377.6700439453125,1.086979332629814,1,1.0
164,1965-12-02,1409.0699462890625,1.1092885802397061,0,1.0
165,1965-12-03,1376.56005859375,1.0819867975589945,0,0.0
